crash_ref_id,city_name_first,state_name_first,lat_coord_first,lon_coord_first,incident_year_first,incident_month_first,incident_time_first,hour_of_day_first,weekday_name_first,weekend_flag_first,is_night_time_first,peak_hour_flag_first,festival_name_first,route_category_first,lane_count_first,signal_present_flag_first,weather_condition_first,visibility_level_first,temp_celsius_first,congestion_level_first,road_surface_condition_first,primary_cause_first,alcohol_suspected_flag_first,road_hazard_flag_first,vehicle_count_first,dominant_vehicle_type_first,occupants_per_vehicle_first,total_occupants_in_crash_first,crash_severity_first,mean_speed_at_impact_kmph,max_speed_at_impact_kmph,min_speed_at_impact_kmph,speed_at_impact_std,mean_passenger_age,max_passenger_age,min_passenger_age,passenger_age_std,helmet_seatbelt_usage_rate,airbag_deployed_flag_mean,male_ratio,female_ratio,driver_ratio,rider_ratio,pillion_ratio,passenger_ratio,valid_license_ratio,invalid_license_ratio,occupant_record_count
13885,pune,maharashtra,18.642107,73.977776,2023,2,20:00,20,wednesday,0,1,0,,urban,6,0,clear,high,20,medium,dry,overspeeding,0,0,2,truck,2,4,major,53.349999999999994,65.6,43.3,9.290317540321213,35.0,51,23,13.366625103842281,0.0,0.0,1.0,0.0,0.25,0.0,0.0,0.75,0.5,0.0,4
13886,chennai,tamil_nadu,12.831948,80.241758,2024,7,16:00,16,thursday,0,0,0,,urban,3,1,rain,medium,37,medium,flooded,overspeeding,0,0,4,car,4,16,minor,32.28125,66.0,7.9,17.528004972994882,32.125,46,12,10.719919153924002,0.6875,0.0,0.4375,0.5625,0.5625,0.0,0.0,0.4375,0.8125,0.0,16
13887,pune,maharashtra,18.605548,73.828086,2024,2,22:00,22,friday,0,1,0,,urban,2,1,clear,high,38,high,dry,poor_road,0,1,5,two_wheeler,1,5,minor,38.739999999999995,56.1,20.5,12.951177552639763,18.2,31,4,10.009995004993758,0.2,0.0,0.4,0.6,0.0,0.2,0.8,0.0,1.0,0.0,5
13888,mumbai,maharashtra,18.820832,72.998788,2024,5,14:00,14,saturday,1,0,0,,highway,3,1,rain,medium,25,high,wet,distraction,0,0,3,two_wheeler,2,6,minor,38.38333333333333,57.7,16.9,14.693864932912197,30.333333333333332,34,26,3.444802848737017,0.6666666666666666,0.0,0.5,0.5,0.0,0.16666666666666666,0.8333333333333334,0.0,0.5,0.16666666666666666,6
13889,pune,maharashtra,18.641299,73.842576,2023,12,22:00,22,friday,0,1,0,,highway,2,1,fog,low,30,low,damp,poor_road,0,1,2,car,1,2,minor,45.55,51.8,39.3,8.838834764831844,33.0,45,21,16.97056274847714,1.0,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.5,2
13890,delhi,delhi,28.567826,77.083892,2024,10,9:00,9,sunday,1,0,1,,urban,6,1,clear,high,17,medium,dry,poor_road,0,1,3,auto_rickshaw,1,3,minor,27.133333333333336,36.9,14.0,11.815385450053391,31.333333333333332,39,26,6.8068592855540455,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,3
13891,kolkata,west_bengal,22.535811,88.486309,2022,4,23:00,23,saturday,1,1,0,,urban,3,1,rain,low,32,medium,wet,drunk_driving,1,0,3,auto_rickshaw,2,6,minor,38.333333333333336,55.6,22.3,13.37649680098144,36.333333333333336,39,33,2.338090388900024,0.5,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0.6666666666666666,1.0,0.0,6
13892,pune,maharashtra,18.565109,73.951928,2025,2,2:00,2,friday,0,1,0,,highway,1,0,fog,low,17,low,damp,poor_road,0,1,4,two_wheeler,2,8,minor,35.8875,49.2,25.3,9.079401726671517,25.25,29,19,3.2841611235921855,0.625,0.0,0.625,0.375,0.0,0.625,0.375,0.0,0.75,0.125,8
13893,chandigarh,punjab,30.725774,76.72087,2022,4,16:00,16,wednesday,0,0,0,,rural,3,0,rain,medium,24,low,wet,poor_road,0,1,4,truck,2,8,major,62.8,74.5,50.0,7.341467350410466,36.25,45,29,6.181770435262516,0.75,0.0,0.625,0.375,0.875,0.0,0.0,0.125,0.625,0.0,8
13894,kolkata,west_bengal,22.515002,88.458468,2024,3,7:00,7,saturday,1,0,0,,rural,3,0,rain,low,16,high,flooded,weather,0,0,3,car,2,6,fatal,72.85000000000001,95.1,58.7,14.472007462684642,32.833333333333336,47,17,10.53407170407847,1.0,1.0,0.5,0.5,0.3333333333333333,0.0,0.0,0.6666666666666666,0.5,0.16666666666666666,6
13895,delhi,delhi,28.628049,76.952704,2023,3,20:00,20,saturday,1,1,0,,rural,6,1,clear,high,30,high,damaged_pavement,poor_road,0,1,4,car,2,8,minor,38.825,57.9,20.0,11.787978137553047,38.875,58,20,10.39831717154271,0.5,0.0,0.5,0.5,0.375,0.0,0.0,0.625,0.75,0.125,8
13896,bangalore,karnataka,13.001436,77.753855,2023,8,8:00,8,wednesday,0,0,1,,urban,1,0,rain,low,33,high,wet,drunk_driving,1,0,4,car,2,8,minor,37.325,61.4,15.2,17.709541415374286,33.0,60,11,18.50096522578523,0.375,0.0,0.875,0.125,0.375,0.0,0.0,0.625,0.625,0.0,8
13897,pune,maharashtra,18.556549,73.801262,2022,12,19:00,19,tuesday,0,0,1,,urban,3,1,rain,low,24,high,wet,drunk_driving,1,0,5,two_wheeler,1,5,minor,24.56,41.6,8.0,14.029718457617033,22.2,40,7,13.367871932360812,0.4,0.0,0.8,0.2,0.0,0.6,0.4,0.0,0.8,0.0,5
13898,kolkata,west_bengal,22.560197,88.303673,2022,6,8:00,8,tuesday,0,0,1,,rural,5,1,fog,low,40,high,damp,drunk_driving,1,0,1,truck,2,2,minor,43.3,46.4,40.2,4.384062043356594,36.5,40,33,4.949747468305833,1.0,0.0,0.5,0.5,0.5,0.0,0.0,0.5,1.0,0.0,2
13899,hyderabad,telangana,17.385843,78.265738,2024,8,20:00,20,wednesday,0,1,0,,urban,1,1,rain,medium,26,medium,wet,poor_road,0,1,1,two_wheeler,1,1,minor,36.5,36.5,36.5,,34.0,34,34,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
13900,hyderabad,telangana,17.376683,78.48344,2023,6,4:00,4,wednesday,0,1,0,,urban,3,1,rain,medium,19,low,wet,distraction,0,0,3,two_wheeler,1,3,minor,30.133333333333336,53.4,10.2,21.792047479145538,22.333333333333332,26,18,4.04145188432738,0.6666666666666666,0.0,1.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,3
13901,kolkata,west_bengal,22.474605,88.351078,2024,8,14:00,14,wednesday,0,0,0,,highway,6,0,rain,low,32,medium,wet,distraction,0,0,2,auto_rickshaw,1,2,minor,28.65,30.0,27.3,1.909188309203679,29.5,32,27,3.5355339059327378,1.0,0.0,0.0,1.0,0.5,0.0,0.0,0.5,1.0,0.0,2
13902,pune,maharashtra,18.529067,73.819848,2022,2,6:00,6,tuesday,0,0,0,,rural,1,0,rain,low,40,high,wet,overspeeding,0,0,4,car,4,16,minor,40.05,56.9,5.0,15.641781654700763,37.5,51,14,11.781341180018511,0.875,0.0,0.5625,0.4375,0.25,0.0,0.0,0.75,0.8125,0.125,16
13903,pune,maharashtra,18.533443,73.95083,2024,5,11:00,11,saturday,1,0,0,,rural,4,0,clear,high,28,high,dry,distraction,0,0,2,auto_rickshaw,3,6,major,55.48333333333333,70.8,48.7,8.013842191275456,35.5,54,24,10.876580344942981,0.8333333333333334,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,1.0,0.8333333333333334,0.0,6
13904,bangalore,karnataka,12.92481,77.694164,2024,4,15:00,15,saturday,1,0,0,,highway,6,0,fog,low,31,medium,damp,drunk_driving,1,0,1,car,4,4,fatal,86.125,93.0,74.7,8.597819491010496,27.75,38,22,7.041543391425869,0.75,1.0,0.75,0.25,0.25,0.0,0.0,0.75,0.5,0.5,4
13905,chennai,tamil_nadu,13.052743,80.227326,2022,3,13:00,13,tuesday,0,0,0,,rural,2,0,rain,low,20,medium,wet,poor_road,0,1,3,two_wheeler,2,6,major,60.71666666666667,88.2,41.9,18.009155079199765,26.333333333333332,43,11,13.851594372730768,0.5,0.0,0.5,0.5,0.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,6
13906,chennai,tamil_nadu,13.19718,80.219582,2023,6,18:00,18,monday,0,0,1,,urban,1,1,rain,low,39,high,wet,distraction,0,0,4,truck,2,8,major,66.75,87.7,34.2,16.693369085615146,34.875,57,18,12.977315372823236,0.75,0.0,0.75,0.25,0.875,0.0,0.0,0.125,0.75,0.125,8
13907,bangalore,karnataka,13.074516,77.582034,2023,4,0:00,0,friday,0,1,0,,rural,2,0,fog,low,30,low,damp,overspeeding,0,0,1,two_wheeler,2,2,minor,51.900000000000006,66.4,37.4,20.50609665440988,15.0,18,12,4.242640687119285,0.5,0.0,0.5,0.5,0.0,1.0,0.0,0.0,1.0,0.0,2
13908,hyderabad,telangana,17.411272,78.542455,2024,7,8:00,8,saturday,1,0,1,,rural,6,1,fog,low,23,high,damp,drunk_driving,1,0,2,bus,13,26,minor,35.50769230769231,60.1,7.3,14.78125632216485,28.653846153846153,47,5,11.79471850513545,0.0,0.0,0.6538461538461539,0.34615384615384615,0.0,0.0,0.0,1.0,0.7692307692307693,0.11538461538461539,26
13909,chennai,tamil_nadu,13.179823,80.236223,2022,8,7:00,7,monday,0,0,0,,rural,2,1,clear,high,19,medium,dry,overspeeding,0,0,3,two_wheeler,1,3,minor,24.7,38.4,11.4,13.504443713089406,32.333333333333336,42,17,13.428824718989123,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,3
13910,delhi,delhi,28.769948,77.23742,2022,2,19:00,19,wednesday,0,0,1,,highway,6,0,fog,low,22,high,damp,overspeeding,0,0,2,auto_rickshaw,2,4,minor,37.75,68.0,12.6,23.311013133995985,33.0,49,21,12.987173159185437,1.0,0.0,0.75,0.25,0.25,0.0,0.0,0.75,0.75,0.0,4
13911,delhi,delhi,28.438161,76.892679,2022,11,1:00,1,friday,0,1,0,,highway,6,0,fog,low,30,low,damp,overspeeding,0,0,5,two_wheeler,1,5,minor,32.44,54.4,16.9,18.923609592252745,30.6,38,25,4.722287581247038,0.4,0.0,0.8,0.2,0.0,1.0,0.0,0.0,0.8,0.2,5
13912,kolkata,west_bengal,22.648053,88.331167,2024,7,7:00,7,friday,0,0,0,,highway,4,1,clear,high,30,high,dry,overspeeding,0,0,4,car,4,16,fatal,81.0,98.9,56.5,10.8557204582039,35.8125,63,3,13.70751010699366,0.625,0.75,0.8125,0.1875,0.5625,0.0,0.0,0.4375,0.75,0.1875,16
13913,pune,maharashtra,18.665184,73.910136,2024,6,15:00,15,tuesday,0,0,0,,highway,3,1,clear,high,38,low,dry,distraction,0,0,1,bus,6,6,major,59.300000000000004,78.0,30.9,16.003749560649844,32.166666666666664,44,14,9.96828303504002,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,6
13914,chennai,tamil_nadu,13.028309,80.212614,2022,2,2:00,2,thursday,0,1,0,,urban,6,0,clear,high,31,low,dry,distraction,0,0,1,car,3,3,minor,31.666666666666668,43.8,9.9,18.89188538323619,44.666666666666664,49,41,4.041451884327381,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,1.0,1.0,0.0,3
13915,delhi,delhi,28.660687,77.200696,2024,1,16:00,16,saturday,1,0,0,,highway,3,0,clear,high,37,high,dry,distraction,0,0,1,auto_rickshaw,1,1,minor,41.1,41.1,41.1,,10.0,10,10,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
13916,pune,maharashtra,18.448778,73.948897,2023,5,6:00,6,sunday,1,0,0,,rural,2,1,rain,low,39,low,wet,distraction,0,0,2,auto_rickshaw,3,6,fatal,91.73333333333333,100.3,80.5,8.26889754844421,21.333333333333332,33,10,8.86942313043338,1.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,6
13917,chennai,tamil_nadu,12.889445,80.281937,2022,2,23:00,23,tuesday,0,1,0,,highway,2,1,fog,low,31,high,damp,weather,0,0,3,auto_rickshaw,2,6,major,56.63333333333333,83.8,26.9,21.75175088738069,27.5,33,18,5.924525297439448,0.3333333333333333,0.0,0.8333333333333334,0.16666666666666666,0.16666666666666666,0.0,0.0,0.8333333333333334,0.8333333333333334,0.0,6
13918,mumbai,maharashtra,19.166684,72.912766,2022,1,12:00,12,sunday,1,0,0,,rural,3,0,clear,high,39,high,dry,weather,0,0,1,truck,2,2,major,66.25,71.5,61.0,7.424621202458749,36.0,49,23,18.384776310850235,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,2
13919,bangalore,karnataka,12.952692,77.499104,2023,5,14:00,14,tuesday,0,0,0,,rural,6,1,rain,low,15,medium,wet,drunk_driving,1,0,4,car,3,12,minor,33.38333333333333,58.0,6.1,16.329718214644643,32.583333333333336,59,13,15.204415227960673,0.5,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0.6666666666666666,0.75,0.08333333333333333,12
13920,pune,maharashtra,18.411664,73.925854,2024,2,17:00,17,friday,0,0,1,,urban,6,0,clear,high,39,medium,dry,distraction,0,0,1,two_wheeler,1,1,minor,64.0,64.0,64.0,,22.0,22,22,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
13921,mumbai,maharashtra,19.186351,72.997583,2022,9,10:00,10,sunday,1,0,1,,urban,6,0,rain,low,30,high,flooded,weather,0,0,4,two_wheeler,1,4,minor,33.0,53.0,14.9,15.616444324279882,22.5,33,17,7.325753658611971,0.5,0.0,0.75,0.25,0.0,1.0,0.0,0.0,0.75,0.0,4
13922,hyderabad,telangana,17.306855,78.41038,2022,7,23:00,23,friday,0,1,0,,rural,6,0,clear,high,37,low,dry,poor_road,0,1,2,two_wheeler,1,2,minor,47.25,58.2,36.3,15.485638507985394,17.5,20,15,3.5355339059327378,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,1.0,0.0,2
13923,chandigarh,punjab,30.661287,76.822427,2024,5,3:00,3,wednesday,0,1,0,,urban,2,1,fog,low,32,medium,damp,drunk_driving,1,0,2,two_wheeler,2,4,minor,35.65,47.1,17.3,13.295989370232416,27.25,35,19,6.849574196011505,0.0,0.0,0.75,0.25,0.0,0.25,0.75,0.0,0.75,0.0,4
13924,chennai,tamil_nadu,12.894591,80.133396,2022,8,10:00,10,thursday,0,0,1,,rural,1,1,clear,high,25,high,dry,drunk_driving,1,0,3,car,4,12,minor,34.11666666666667,63.5,14.7,12.750032679696682,32.0,56,11,11.847516041923571,0.4166666666666667,0.0,0.75,0.25,0.3333333333333333,0.0,0.0,0.6666666666666666,0.8333333333333334,0.08333333333333333,12
13925,pune,maharashtra,18.510792,73.911882,2024,11,13:00,13,thursday,0,0,0,,highway,2,0,rain,low,40,medium,wet,distraction,0,0,3,two_wheeler,2,6,minor,31.583333333333332,50.0,10.8,15.616839202177458,32.0,40,26,5.796550698475776,0.3333333333333333,0.0,0.8333333333333334,0.16666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.16666666666666666,6
13926,mumbai,maharashtra,19.159986,72.701703,2024,10,17:00,17,sunday,1,0,1,,highway,1,0,clear,high,37,medium,damaged_pavement,drunk_driving,1,0,3,two_wheeler,1,3,minor,36.666666666666664,42.9,29.0,7.059981114233473,27.666666666666668,40,11,14.977761292440647,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,3
13927,mumbai,maharashtra,19.182932,72.77532,2022,5,22:00,22,thursday,0,1,0,,highway,2,0,clear,high,17,low,dry,drunk_driving,1,0,4,two_wheeler,1,4,major,59.925,68.7,54.3,6.317370233464768,24.75,35,18,7.41057802513857,0.5,0.0,0.75,0.25,0.0,0.5,0.5,0.0,0.5,0.0,4
13928,chennai,tamil_nadu,12.836117,80.164574,2023,10,14:00,14,tuesday,0,0,0,,rural,3,0,fog,low,20,medium,damp,distraction,0,0,3,auto_rickshaw,2,6,major,56.300000000000004,77.2,40.0,16.373393050922584,33.666666666666664,46,21,8.801515021101007,0.5,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.6666666666666666,0.3333333333333333,0.5,6
13929,bangalore,karnataka,12.898723,77.565263,2022,6,8:00,8,wednesday,0,0,1,,urban,6,0,clear,high,21,high,dry,poor_road,0,1,1,car,3,3,major,68.89999999999999,77.3,64.5,7.277362159464095,30.666666666666668,39,23,8.020806277010644,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,1.0,1.0,0.0,3
13930,kolkata,west_bengal,22.436351,88.471511,2024,6,20:00,20,saturday,1,1,0,,rural,4,0,rain,medium,26,medium,wet,poor_road,0,1,3,two_wheeler,1,3,minor,28.266666666666666,45.4,12.7,16.406198015790658,21.0,27,13,7.211102550927978,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,0.0,0.6666666666666666,0.0,3
13931,chandigarh,punjab,30.685275,76.80886,2024,10,2:00,2,friday,0,1,0,,highway,4,1,clear,high,38,low,dry,distraction,0,0,3,truck,1,3,major,61.76666666666667,73.3,50.9,11.214871079657286,38.333333333333336,58,22,18.230011885167087,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,3
13932,bangalore,karnataka,13.191086,77.415105,2023,2,12:00,12,sunday,1,0,0,,urban,2,0,fog,low,26,low,damp,overspeeding,0,0,5,two_wheeler,2,10,minor,35.14,72.2,13.8,16.937873407118012,25.2,37,12,8.024961059095553,0.7,0.0,0.8,0.2,0.0,0.7,0.3,0.0,1.0,0.0,10
13933,delhi,delhi,28.81259,76.923902,2024,5,13:00,13,monday,0,0,0,,urban,2,1,fog,low,26,low,damp,overspeeding,0,0,1,truck,1,1,major,90.6,90.6,90.6,,37.0,37,37,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
13934,delhi,delhi,28.483224,77.226487,2022,3,2:00,2,sunday,1,1,0,,rural,6,1,clear,high,35,medium,dry,drunk_driving,1,0,2,car,2,4,minor,31.525,37.8,28.5,4.346933785248324,34.5,50,18,13.69914839202301,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.5,1.0,0.0,4
13935,mumbai,maharashtra,19.212249,72.740184,2022,4,2:00,2,wednesday,0,1,0,,rural,4,0,clear,high,38,medium,dry,drunk_driving,1,0,1,two_wheeler,1,1,major,77.4,77.4,77.4,,29.0,29,29,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
13936,mumbai,maharashtra,19.191169,72.932331,2023,1,19:00,19,friday,0,0,1,,highway,6,1,fog,low,40,high,damp,weather,0,0,4,car,3,12,minor,33.74166666666667,62.9,14.6,13.55865763892934,33.333333333333336,55,13,11.031634951219592,0.75,0.0,0.5,0.5,0.3333333333333333,0.0,0.0,0.6666666666666666,0.5,0.25,12
13937,delhi,delhi,28.496475,76.826503,2024,11,17:00,17,friday,0,0,1,,rural,3,0,rain,low,23,high,wet,weather,0,0,2,auto_rickshaw,2,4,major,62.625,89.5,44.3,19.77159157309632,31.5,46,17,11.846237095944574,0.75,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.5,0.0,4
13938,kolkata,west_bengal,22.460845,88.463171,2023,7,14:00,14,wednesday,0,0,0,,rural,2,1,fog,low,28,low,damp,weather,0,0,3,car,2,6,major,58.18333333333334,69.9,40.0,11.006437510233125,31.333333333333332,48,6,16.194649322126946,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.5,0.0,0.0,0.5,0.8333333333333334,0.0,6
13939,mumbai,maharashtra,18.912478,72.916279,2023,12,11:00,11,tuesday,0,0,0,,urban,4,1,rain,medium,20,high,wet,overspeeding,0,0,3,bus,9,27,minor,33.49629629629629,54.5,5.0,12.295667826248694,34.074074074074076,56,13,12.563457161166106,0.0,0.0,0.5925925925925926,0.4074074074074074,0.037037037037037035,0.0,0.0,0.9629629629629629,0.8518518518518519,0.037037037037037035,27
13940,bangalore,karnataka,13.159883,77.467015,2024,9,22:00,22,wednesday,0,1,0,,urban,5,1,rain,low,37,medium,wet,distraction,0,0,3,two_wheeler,2,6,minor,34.1,49.3,23.4,8.568780543344543,34.666666666666664,41,25,6.501281924871947,0.6666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.0,0.5,0.16666666666666666,6
13941,chandigarh,punjab,30.610814,76.718648,2024,6,16:00,16,friday,0,0,0,,rural,5,1,clear,high,25,low,dry,weather,0,0,3,two_wheeler,1,3,major,64.06666666666666,70.8,55.3,7.94753630588331,27.333333333333332,31,25,3.214550253664318,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,0.0,3
13942,mumbai,maharashtra,18.832481,72.884977,2022,9,23:00,23,saturday,1,1,0,,rural,2,0,fog,low,39,high,damp,overspeeding,0,0,3,two_wheeler,1,3,minor,35.199999999999996,38.4,32.5,2.981610303175113,34.333333333333336,39,29,5.033222956847167,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,0.0,1.0,0.0,3
13943,hyderabad,telangana,17.234742,78.458629,2022,1,22:00,22,thursday,0,1,0,,urban,6,0,fog,low,15,low,damp,drunk_driving,1,0,1,two_wheeler,1,1,minor,35.9,35.9,35.9,,37.0,37,37,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
13944,bangalore,karnataka,12.91875,77.76251,2024,10,14:00,14,saturday,1,0,0,,urban,6,0,rain,medium,22,high,flooded,drunk_driving,1,0,1,two_wheeler,2,2,minor,21.55,32.0,11.1,14.778531726798843,18.5,19,18,0.7071067811865476,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,2
13945,delhi,delhi,28.46283,76.900754,2022,7,21:00,21,wednesday,0,1,0,,urban,3,1,fog,low,24,low,damp,weather,0,0,4,truck,2,8,minor,33.025,50.1,15.9,12.145634136241243,28.25,41,7,10.740444257903995,0.625,0.0,0.875,0.125,0.625,0.0,0.0,0.375,0.875,0.125,8
13946,bangalore,karnataka,13.151559,77.637295,2023,1,5:00,5,wednesday,0,1,0,,highway,1,0,rain,medium,21,high,flooded,weather,0,0,2,two_wheeler,1,2,major,59.5,71.4,47.6,16.829141392239833,27.5,34,21,9.192388155425117,0.5,0.0,1.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,2
13947,chandigarh,punjab,30.672276,76.868512,2024,3,11:00,11,saturday,1,0,0,,rural,5,0,fog,low,33,low,damp,drunk_driving,1,0,5,car,4,20,minor,36.305,58.5,6.0,14.229638268879429,34.25,56,3,13.102330045895613,0.45,0.0,0.55,0.45,0.4,0.0,0.0,0.6,0.75,0.1,20
13948,chandigarh,punjab,30.668456,76.757063,2025,4,12:00,12,thursday,0,0,0,,highway,3,1,rain,medium,32,medium,wet,distraction,0,0,3,car,1,3,minor,35.166666666666664,49.0,20.0,14.545904349105742,34.333333333333336,42,21,11.590225767142474,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,3
13949,hyderabad,telangana,17.484376,78.460081,2022,3,22:00,22,thursday,0,1,0,,highway,6,1,clear,high,19,low,dry,overspeeding,0,0,4,truck,2,8,major,57.2375,91.2,31.7,21.681456033077804,36.25,49,16,10.780272988857272,0.875,0.0,0.75,0.25,0.375,0.0,0.0,0.625,0.5,0.125,8
13950,mumbai,maharashtra,19.096576,72.854168,2024,6,19:00,19,saturday,1,0,1,,highway,4,0,clear,high,22,high,dry,drunk_driving,1,0,1,truck,2,2,major,77.5,83.8,71.2,8.909545442950495,33.0,36,30,4.242640687119285,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,0.5,2
13951,mumbai,maharashtra,18.933892,72.776566,2023,12,12:00,12,monday,0,0,0,,rural,5,0,rain,medium,21,low,wet,weather,0,0,2,auto_rickshaw,3,6,fatal,85.98333333333333,100.5,68.6,11.597830256848336,27.666666666666668,40,18,8.091147425839345,0.5,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.6666666666666666,0.5,0.0,6
13952,kolkata,west_bengal,22.669886,88.271756,2023,4,11:00,11,thursday,0,0,0,,urban,6,1,clear,high,23,high,damaged_pavement,weather,0,0,3,truck,1,3,major,76.06666666666666,84.1,71.1,7.02163323830954,37.333333333333336,45,33,6.658328118479393,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,3
13953,kolkata,west_bengal,22.440661,88.387324,2023,3,6:00,6,tuesday,0,0,0,,highway,3,0,clear,high,27,high,dry,poor_road,0,1,3,auto_rickshaw,2,6,minor,32.35,46.2,25.0,8.254635061588127,28.833333333333332,38,20,9.347013783378447,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.0,0.0,0.8333333333333334,1.0,0.0,6
13954,chennai,tamil_nadu,13.138406,80.277152,2022,12,12:00,12,friday,0,0,0,,highway,1,1,clear,high,27,medium,damaged_pavement,overspeeding,0,0,2,truck,1,2,minor,28.799999999999997,29.4,28.2,0.8485281374238578,43.0,62,24,26.870057685088806,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,1.0,0.0,2
13955,hyderabad,telangana,17.435319,78.444309,2022,9,9:00,9,wednesday,0,0,1,,rural,6,0,clear,high,20,high,dry,poor_road,0,1,2,auto_rickshaw,2,4,major,64.5,81.1,53.6,12.699343815069076,32.25,50,16,14.056433876817168,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.5,1.0,0.0,4
13956,chandigarh,punjab,30.734346,76.766804,2023,7,23:00,23,saturday,1,1,0,,urban,5,0,fog,low,27,high,damp,distraction,0,0,2,two_wheeler,1,2,minor,58.650000000000006,68.4,48.9,13.788582233137678,27.0,33,21,8.48528137423857,0.5,0.0,0.5,0.5,0.0,1.0,0.0,0.0,1.0,0.0,2
13957,pune,maharashtra,18.540758,73.910706,2022,3,15:00,15,saturday,1,0,0,,urban,2,1,rain,medium,37,medium,wet,distraction,0,0,3,car,1,3,minor,57.4,64.2,51.5,6.397655820689327,33.333333333333336,44,17,14.364307617610162,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,3
13958,pune,maharashtra,18.436365,73.805817,2023,6,16:00,16,monday,0,0,0,,highway,1,0,clear,high,27,high,dry,weather,0,0,3,car,2,6,major,65.66666666666667,85.4,47.0,17.94944753095946,30.833333333333332,46,19,11.513759884011247,1.0,1.0,0.5,0.5,0.3333333333333333,0.0,0.0,0.6666666666666666,0.8333333333333334,0.0,6
13959,pune,maharashtra,18.662198,73.727384,2022,12,4:00,4,sunday,1,1,0,,highway,5,0,clear,high,21,low,dry,weather,0,0,5,two_wheeler,1,5,major,70.44,82.5,57.7,9.751307604624111,27.2,37,19,7.014271166700073,0.4,0.0,0.8,0.2,0.0,0.6,0.4,0.0,1.0,0.0,5
13960,pune,maharashtra,18.446174,73.834569,2023,3,9:00,9,tuesday,0,0,1,,highway,3,1,fog,low,31,high,damp,overspeeding,0,0,5,two_wheeler,2,10,fatal,93.4,117.6,72.6,14.792640812992865,32.2,40,22,5.028805910838963,0.7,0.0,0.8,0.2,0.0,0.5,0.5,0.0,0.9,0.1,10
